;CHARGE;NB;EXPO;FREQ;COUT_MOYEN;ANNEE_EXPO;ANNEE_VEHICULE;ZONE_RISQUE;AGE_ASSURE;ANCIENNETE_PERMIS;ANCIENNETE_ASSURE;GENRE_ASSURE;NB_KM;SECOND_CONDUCTEUR;FORMULE;MODALITE_PAIEMENT;AGE_VEHICULE_;ENERGIE_;NIVEAU_ANTIVOL;PUISSANCE;VALEUR_VEHICULE;LEASING;POIDS_PUISSANCE;RC_PREC_AN1;RC_PREC_AN2;DM_PREC;BIV_PREC;ZONE_GEO
0;4121.41;1;1.0;1.0;4121.41;2021;2019;D;(45,55];(25,60];(1,2];M;(5k,15k];NON;L1;MENSUEL;(1,2];DIESEL;1;(110,130];(35k,80k];NON;(17,18];0.0;0.0;0.0;0.0;62
1;0.0;0;0.24109589041095889;0.0;0.0;2021;2019;D;(45,55];(25,60];(-1,0];M;(5k,15k];;L1;TRIMESTRIEL;(-1,0];DIESEL;2;(110,130];(35k,80k];OUI;(15,16];0.0;0.0;0.0;0.0;84
2;0.0;0;0.9984953963620031;0.0;0.0;2022;2019;D;(45,55];(25,60];(1,2];M;(5k,15k];;L1;ANNUEL;(1,2];DIESEL;1;(110,130];(35k,80k];NON;(15,16];0.0;0.0;0.0;0.0;85
3;0.0;0;1.0;0.0;0.0;2021;2019;D;(45,55];(25,60];(0,1];M;(5k,15k];NON;L1;ANNUEL;(0,1];DIESEL;1;(110,130];(35k,80k];NON;(13,15];0.0;0.0;0.0;0.0;58
4;0.0;0;0.8575342465753425;0.0;0.0;2021;2019;D;(45,55];(25,60];(-1,0];M;(5k,15k];;L1;TRIMESTRIEL;(0,1];DIESEL;2;(130,700];(35k,80k];NON;(10,13];0.0;0.0;0.0;0.0;85
5;0.0;0;0.42191780821917807;0.0;0.0;2024;2019;D;(45,55];(25,60];(2,5];M;(5k,15k];;L1;ANNUEL;(3,4];DIESEL;1;(110,130];(35k,80k];NON;(13,15];0.0;0.0;0.0;0.0;48
6;0.0;0;0.9863387978142076;0.0;0.0;2023;2019;D;(45,55];(25,60];(-1,0];M;(15k,30k];NON;L1;ANNUEL;(3,4];DIESEL;1;(110,130];(35k,80k];NON;(15,16];0.0;0.0;0.0;0.0;54
7;0.0;0;0.9788232652144622;0.0;0.0;2022;2019;D;(45,55];(25,60];(-1,0];M;(5k,15k];NON;L1;ANNUEL;(3,4];ESSENCE;1;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;48
8;2500.0;1;1.0;1.0;2500.0;2023;2019;D;(45,55];(25,60];(0,1];M;(30k,40k];;L1;ANNUEL;(0,1];DIESEL;1;(130,700];(35k,80k];NON;(10,13];0.0;0.0;0.0;0.0;48
9;0.0;0;0.06284153005464481;0.0;0.0;2022;2019;D;(45,55];(25,60];(-1,0];M;(5k,15k];NON;L1;MENSUEL;(1,2];ESSENCE;1;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;84
10;0.0;0;0.8328767123287671;0.0;0.0;2024;2019;D;(45,55];(25,60];(2,5];M;(5k,15k];;L1;ANNUEL;(3,4];ESSENCE;2;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;85
11;5697.29;2;0.6054794520547945;3.30316742081448;2848.645;2022;2019;D;(45,55];(25,60];(2,5];M;(15k,30k];;L1;TRIMESTRIEL;(2,3];ESSENCE;2;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;85
12;0.0;0;0.8328767123287671;0.0;0.0;2024;2019;D;(45,55];(25,60];(2,5];M;(5k,15k];;L1;ANNUEL;(3,4];DIESEL;2;(130,700];(35k,80k];NON;(10,13];0.0;0.0;0.0;0.0;85
13;0.0;0;1.0;0.0;0.0;2020;2019;D;(45,55];(25,60];(0,1];M;(40k,60k];;L1;TRIMESTRIEL;(0,1];DIESEL;1;(130,700];(35k,80k];NON;(10,13];0.0;0.0;0.0;0.0;26
14;0.0;0;1.0;0.0;0.0;2023;2019;D;(45,55];(25,60];(1,2];M;(15k,30k];OUI;L1;ANNUEL;(1,2];ESSENCE;2;(130,700];(35k,80k];NON;(0,10];1.0;0.0;0.0;0.0;58
15;0.0;0;0.5232876712328767;0.0;0.0;2024;2019;D;(45,55];(25,60];(1,2];M;(5k,15k];NON;L1;MENSUEL;(2,3];ESSENCE;1;(110,130];(35k,80k];NON;(13,15];0.0;0.0;0.0;0.0;10
16;105.3;1;1.0;1.0;105.3;2023;2019;D;(45,55];(25,60];(0,1];M;(15k,30k];;L1;ANNUEL;(5,6];DIESEL;2;(130,700];(35k,80k];NON;(10,13];0.0;0.0;0.0;0.0;56
17;0.0;0;1.0;0.0;0.0;2023;2019;D;(45,55];(25,60];(2,5];M;(5k,15k];;L1;ANNUEL;(2,3];ESSENCE;1;(110,130];(35k,80k];NON;(10,13];0.0;0.0;0.0;0.0;48
18;0.0;0;0.5452054794520548;0.0;0.0;2020;2019;D;(45,55];(25,60];(-1,0];M;(40k,60k];;L1;MENSUEL;(0,1];DIESEL;1;(130,700];(35k,80k];NON;(10,13];0.0;0.0;0.0;0.0;85
19;0.0;0;1.0;0.0;0.0;2023;2019;D;(45,55];(25,60];(2,5];M;(5k,15k];;L1;ANNUEL;(3,4];DIESEL;2;(110,130];(35k,80k];NON;(15,16];0.0;0.0;0.0;0.0;35
20;0.0;0;0.8328767123287671;0.0;0.0;2024;2019;D;(45,55];(25,60];(2,5];M;(40k,60k];;L1;TRIMESTRIEL;(3,4];DIESEL;1;(110,130];(35k,80k];NON;(13,15];0.0;0.0;0.0;0.0;48
21;0.0;0;1.0;0.0;0.0;2023;2019;D;(45,55];(25,60];(2,5];M;(15k,30k];;L1;ANNUEL;(2,3];DIESEL;2;(130,700];(35k,80k];NON;(0,10];1.0;0.0;0.0;0.0;71
22;0.0;0;0.8328767123287671;0.0;0.0;2024;2019;D;(45,55];(25,60];(2,5];M;(40k,60k];;L1;ANNUEL;(3,4];DIESEL;1;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;56
23;0.0;0;0.9990942435811063;0.0;0.0;2022;2019;D;(45,55];(25,60];(2,5];M;(15k,30k];;L1;ANNUEL;(2,3];DIESEL;2;(130,700];(35k,80k];NON;(10,13];0.0;0.0;0.0;0.0;58
24;111.15;1;0.11780821917808218;8.488372093023257;111.15;2019;2019;D;(45,55];(25,60];(-1,0];M;(5k,15k];NON;L1;ANNUEL;(-1,0];DIESEL;2;(110,130];(35k,80k];NON;(15,16];0.0;0.0;0.0;0.0;23
25;5840.24;1;0.7452054794520548;1.3419117647058822;5840.24;2019;2019;D;(45,55];(25,60];(-1,0];M;(15k,30k];;L1;MENSUEL;(-1,0];ESSENCE;2;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;19
26;0.0;0;1.0;0.0;0.0;2023;2019;D;(45,55];(25,60];(1,2];M;(50k,90k];;L1;ANNUEL;(4,5];AUTRE;2;(130,700];(35k,80k];OUI;(10,13];0.0;0.0;0.0;0.0;58
27;0.0;0;0.3232876712328767;0.0;0.0;2024;2019;D;(45,55];(25,60];(0,1];M;(50k,90k];;L1;MENSUEL;(2,3];DIESEL;1;(110,130];(35k,80k];NON;(15,16];0.0;0.0;0.0;0.0;33
28;0.0;0;0.9986900217082116;0.0;0.0;2022;2019;D;(45,55];(25,60];(1,2];M;(15k,30k];;L1;ANNUEL;(4,5];DIESEL;1;(110,130];(35k,80k];NON;(15,16];0.0;0.0;0.0;0.0;54
29;0.0;0;0.7616438356164383;0.0;0.0;2021;2019;D;(45,55];(25,60];(-1,0];M;(5k,15k];;L1;MENSUEL;(0,1];DIESEL;2;(110,130];(35k,80k];OUI;(16,17];0.0;0.0;0.0;0.0;56
30;0.0;0;0.8328767123287671;0.0;0.0;2024;2019;D;(45,55];(25,60];(2,5];M;(5k,15k];;L1;ANNUEL;(3,4];AUTRE;2;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;58
31;0.0;0;1.0;0.0;0.0;2023;2019;D;(45,55];(25,60];(0,1];M;(5k,15k];NON;L1;ANNUEL;(3,4];ESSENCE;1;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;51
32;0.0;0;1.0;0.0;0.0;2021;2019;D;(45,55];(25,60];(1,2];M;(15k,30k];;L1;ANNUEL;(1,2];DIESEL;2;(130,700];(35k,80k];NON;(10,13];0.0;0.0;0.0;0.0;33
33;0.0;0;1.0;0.0;0.0;2023;2019;D;(45,55];(25,60];(0,1];M;(5k,15k];NON;L1;TRIMESTRIEL;(2,3];ESSENCE;1;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;48
34;0.0;0;0.5698630136986301;0.0;0.0;2019;2019;D;(45,55];(25,60];(-1,0];M;(15k,30k];;L1;ANNUEL;(-1,0];DIESEL;1;(130,700];(35k,80k];NON;(10,13];0.0;0.0;0.0;0.0;10
35;0.0;0;1.0;0.0;0.0;2023;2019;D;(45,55];(25,60];(2,5];M;(5k,15k];;L1;ANNUEL;(2,3];AUTRE;2;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;58
36;0.0;0;1.0;0.0;0.0;2021;2019;D;(45,55];(25,60];(2,5];M;(40k,60k];;L1;ANNUEL;(2,3];DIESEL;1;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;23
37;111.149999999998;1;1.0;1.0;111.149999999998;2021;2019;D;(45,55];(25,60];(0,1];M;(5k,15k];;L1;ANNUEL;(0,1];DIESEL;1;(130,700];(35k,80k];NON;(10,13];0.0;0.0;0.0;0.0;23
38;0.0;0;0.5546448087431693;0.0;0.0;2022;2019;D;(45,55];(25,60];(-1,0];M;(50k,90k];;L1;ANNUEL;(0,1];DIESEL;1;(110,130];(35k,80k];NON;(15,16];0.0;0.0;0.0;0.0;26
39;0.0;0;0.5616438356164384;0.0;0.0;2024;2019;D;(45,55];(25,60];(2,5];M;(15k,30k];;L1;ANNUEL;(2,3];ESSENCE;2;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;58
40;0.0;0;0.13424657534246576;0.0;0.0;2020;2019;D;(45,55];(25,60];(-1,0];M;(5k,15k];OUI;L1;ANNUEL;(-1,0];DIESEL;1;(110,130];(35k,80k];NON;(13,15];0.0;0.0;0.0;0.0;58
41;0.0;0;0.6191780821917808;0.0;0.0;2019;2019;D;(45,55];(25,60];(-1,0];M;(15k,30k];OUI;L1;ANNUEL;(0,1];DIESEL;1;(130,700];(35k,80k];NON;(10,13];0.0;0.0;0.0;0.0;62
42;0.0;0;0.8328767123287671;0.0;0.0;2024;2019;D;(45,55];(25,60];(2,5];M;(15k,30k];NON;L1;ANNUEL;(3,4];ESSENCE;1;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;28
43;0.0;0;1.0;0.0;0.0;2019;2019;D;(45,55];(25,60];(0,1];M;(40k,60k];;L1;ANNUEL;(0,1];DIESEL;1;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;23
44;0.0;0;1.0;0.0;0.0;2021;2019;D;(45,55];(25,60];(0,1];M;(15k,30k];;L1;ANNUEL;(0,1];DIESEL;1;(110,130];(35k,80k];NON;(16,17];0.0;0.0;0.0;0.0;62
45;0.0;0;0.9997305187514035;0.0;0.0;2022;2019;D;(45,55];(25,60];(2,5];M;(15k,30k];;L1;TRIMESTRIEL;(3,4];DIESEL;2;(130,700];(35k,80k];NON;(0,10];0.0;1.0;0.0;0.0;62
46;0.0;0;0.6986301369863013;0.0;0.0;2020;2019;D;(45,55];(25,60];(-1,0];M;(5k,15k];;L1;MENSUEL;(-1,0];DIESEL;2;(110,130];(35k,80k];NON;(15,16];0.0;0.0;0.0;0.0;10
47;2421.1;1;0.8136986301369863;1.228956228956229;2421.1;2020;2019;D;(45,55];(25,60];(-1,0];M;(40k,60k];;L1;ANNUEL;(-1,0];DIESEL;1;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;56
48;0.0;0;0.9980911744891084;0.0;0.0;2022;2019;D;(45,55];(25,60];(1,2];M;(40k,60k];;L1;ANNUEL;(1,2];ESSENCE;1;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;53
49;0.0;0;0.6547945205479452;0.0;0.0;2021;2019;D;(45,55];(25,60];(-1,0];M;(30k,40k];;L1;ANNUEL;(-1,0];DIESEL;2;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;58
50;0.0;0;1.0;0.0;0.0;2020;2019;D;(45,55];(25,60];(1,2];M;(15k,30k];;L1;TRIMESTRIEL;(1,2];DIESEL;2;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;62
51;0.0;0;0.99975297552212;0.0;0.0;2022;2019;D;(45,55];(25,60];(0,1];M;(5k,15k];;L1;MENSUEL;(0,1];ESSENCE;1;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;10
52;0.0;0;1.0;0.0;0.0;2023;2019;D;(45,55];(25,60];(0,1];M;(5k,15k];OUI;L1;ANNUEL;(3,4];ESSENCE;1;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;51
53;0.0;0;1.0;0.0;0.0;2020;2019;D;(45,55];(25,60];(0,1];M;(5k,15k];;L1;ANNUEL;(0,1];DIESEL;2;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;85
54;109.98;1;0.9979115203233775;1.0020928505524676;109.98;2022;2019;D;(45,55];(25,60];(0,1];M;(5k,15k];;L1;ANNUEL;(0,1];ESSENCE;2;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;58
55;0.0;0;0.2821917808219178;0.0;0.0;2020;2019;D;(45,55];(25,60];(-1,0];M;(15k,30k];NON;L1;ANNUEL;(1,2];DIESEL;1;(110,130];(35k,80k];NON;(15,16];0.0;0.0;0.0;0.0;49
56;105.3;1;1.0;1.0;105.3;2021;2019;D;(45,55];(25,60];(0,1];M;(5k,15k];;L1;ANNUEL;(0,1];DIESEL;1;(110,130];(35k,80k];NON;(10,13];0.0;0.0;0.0;0.0;62
57;0.0;0;0.9992813833370762;0.0;0.0;2022;2019;D;(45,55];(25,60];(1,2];M;(50k,90k];;L1;ANNUEL;(1,2];DIESEL;2;(110,130];(35k,80k];NON;(15,16];0.0;0.0;0.0;0.0;58
58;0.0;0;1.0;0.0;0.0;2020;2019;D;(45,55];(25,60];(1,2];M;(40k,60k];;L1;ANNUEL;(1,2];DIESEL;1;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;23
59;0.0;0;0.906392694063927;0.0;0.0;2023;2019;D;(45,55];(25,60];(-1,0];M;(50k,90k];;L1;MENSUEL;(1,2];DIESEL;1;(110,130];(35k,80k];NON;(15,16];0.0;0.0;0.0;0.0;33
60;0.0;0;0.03278688524590164;0.0;0.0;2023;2019;D;(45,55];(25,60];(0,1];M;(15k,30k];;L1;ANNUEL;(2,3];DIESEL;1;(130,700];(35k,80k];NON;(10,13];0.0;0.0;0.0;0.0;55
61;0.0;0;0.7397260273972602;0.0;0.0;2021;2019;D;(45,55];(25,60];(-1,0];M;(15k,30k];NON;L1;ANNUEL;(-1,0];ESSENCE;2;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;58
62;0.0;0;0.9991466427127779;0.0;0.0;2022;2019;D;(45,55];(25,60];(2,5];M;(40k,60k];;L1;ANNUEL;(2,3];DIESEL;2;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;35
63;0.0;0;0.5178082191780822;0.0;0.0;2021;2019;D;(45,55];(25,60];(-1,0];M;(50k,90k];;L1;ANNUEL;(2,3];AUTRE;2;(130,700];(35k,80k];OUI;(10,13];0.0;0.0;0.0;0.0;58
64;0.0;0;0.6366120218579235;0.0;0.0;2022;2019;D;(45,55];(25,60];(-1,0];M;(15k,30k];;L1;ANNUEL;(4,5];DIESEL;2;(130,700];(35k,80k];NON;(10,13];0.0;0.0;0.0;0.0;56
65;0.0;0;0.08767123287671233;0.0;0.0;2019;2019;D;(45,55];(25,60];(-1,0];M;(15k,30k];;L1;TRIMESTRIEL;(-1,0];ESSENCE;2;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;85
66;0.0;0;0.9987274496594056;0.0;0.0;2022;2019;D;(45,55];(25,60];(1,2];M;(15k,30k];;L1;ANNUEL;(1,2];DIESEL;1;(110,130];(35k,80k];NON;(16,17];0.0;0.0;0.0;0.0;62
67;0.0;0;0.4657534246575342;0.0;0.0;2020;2019;D;(45,55];(25,60];(-1,0];M;(15k,30k];;L1;ANNUEL;(-1,0];DIESEL;1;(110,130];(35k,80k];NON;(16,17];0.0;0.0;0.0;0.0;62
68;0.0;0;0.821917808219178;0.0;0.0;2020;2019;D;(45,55];(25,60];(-1,0];M;(40k,60k];;L1;ANNUEL;(-1,0];ESSENCE;1;(130,700];(35k,80k];NON;(13,15];0.0;0.0;0.0;0.0;10
69;0.0;0;0.21643835616438356;0.0;0.0;2019;2019;D;(45,55];(25,60];(-1,0];M;(5k,15k];;L1;ANNUEL;(-1,0];DIESEL;2;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;85
70;1381.35;1;1.0;1.0;1381.35;2020;2019;D;(45,55];(25,60];(0,1];M;(40k,60k];OUI;L1;ANNUEL;(0,1];DIESEL;2;(110,130];(35k,80k];NON;(16,17];0.0;0.0;0.0;0.0;23
71;5743.97;1;0.9013698630136986;1.109422492401216;5743.97;2022;2019;D;(45,55];(25,60];(-1,0];M;(15k,30k];;L1;TRIMESTRIEL;(1,2];DIESEL;2;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;85
72;0.0;0;0.6794520547945205;0.0;0.0;2020;2019;D;(45,55];(25,60];(-1,0];M;(5k,15k];;L1;ANNUEL;(-1,0];ESSENCE;1;(110,130];(35k,80k];NON;(10,13];0.0;0.0;0.0;0.0;48
73;0.0;0;0.13424657534246576;0.0;0.0;2020;2019;D;(45,55];(25,60];(-1,0];M;(5k,15k];NON;L1;ANNUEL;(-1,0];DIESEL;1;(110,130];(35k,80k];NON;(13,15];0.0;0.0;0.0;0.0;58
74;1458.0;1;0.34794520547945207;2.874015748031496;1458.0;2024;2019;D;(45,55];(25,60];(2,5];M;(30k,40k];;L1;TRIMESTRIEL;(3,4];DIESEL;2;(110,130];(35k,80k];NON;(16,17];0.0;0.0;0.0;0.0;85
75;0.0;0;0.44808743169398907;0.0;0.0;2022;2019;D;(45,55];(25,60];(-1,0];M;(30k,40k];;L1;ANNUEL;(0,1];DIESEL;1;(110,130];(35k,80k];NON;(15,16];0.0;0.0;0.0;0.0;23
76;0.0;0;0.39452054794520547;0.0;0.0;2021;2019;D;(45,55];(25,60];(-1,0];M;(15k,30k];;L1;ANNUEL;(0,1];DIESEL;2;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;56
77;0.0;0;0.6273972602739726;0.0;0.0;2019;2019;D;(45,55];(25,60];(-1,0];M;(5k,15k];;L1;ANNUEL;(-1,0];DIESEL;2;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;25
78;0.0;0;0.4986301369863014;0.0;0.0;2020;2019;D;(45,55];(25,60];(-1,0];M;(5k,15k];;L1;MENSUEL;(-1,0];DIESEL;1;(110,130];(35k,80k];NON;(13,15];0.0;0.0;0.0;0.0;58
79;0.0;0;0.07397260273972603;0.0;0.0;2024;2019;D;(45,55];(25,60];(-1,0];M;(30k,40k];;L1;ANNUEL;(3,4];DIESEL;2;(130,700];(35k,80k];NON;(10,13];0.0;0.0;0.0;0.0;48
80;0.0;0;0.7178082191780822;0.0;0.0;2020;2019;D;(45,55];(25,60];(-1,0];M;(40k,60k];;L1;TRIMESTRIEL;(-1,0];DIESEL;1;(110,130];(35k,80k];NON;(13,15];0.0;0.0;0.0;0.0;48
81;0.0;0;0.5232876712328767;0.0;0.0;2020;2019;D;(45,55];(25,60];(-1,0];M;(40k,60k];OUI;L1;ANNUEL;(-1,0];DIESEL;2;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;23
82;0.0;0;1.0;0.0;0.0;2021;2019;D;(45,55];(25,60];(1,2];M;(40k,60k];;L1;ANNUEL;(1,2];DIESEL;2;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;35
83;924.5;1;1.0;1.0;924.5;2022;2019;D;(45,55];(25,60];(1,2];M;(40k,60k];;L1;ANNUEL;(1,2];DIESEL;1;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;48
84;0.0;0;0.010958904109589041;0.0;0.0;2020;2019;D;(45,55];(25,60];(-1,0];M;(40k,60k];;L1;TRIMESTRIEL;(-1,0];DIESEL;1;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;56
85;0.0;0;0.7013698630136986;0.0;0.0;2024;2019;D;(45,55];(25,60];(0,1];M;(15k,30k];OUI;L1;ANNUEL;(2,3];DIESEL;1;(110,130];(35k,80k];NON;(13,15];0.0;0.0;0.0;0.0;48
86;0.0;0;0.6;0.0;0.0;2024;2019;D;(45,55];(25,60];(2,5];M;(15k,30k];;L1;ANNUEL;(3,4];DIESEL;2;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;56
87;0.0;0;0.9995134366344786;0.0;0.0;2022;2019;D;(45,55];(25,60];(0,1];M;(15k,30k];;L1;ANNUEL;(2,3];ESSENCE;1;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;56
88;0.0;0;0.8224043715846995;0.0;0.0;2023;2019;D;(45,55];(25,60];(0,1];M;(5k,15k];NON;L1;ANNUEL;(4,5];ESSENCE;1;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;48
89;0.0;0;0.5534246575342466;0.0;0.0;2019;2019;D;(45,55];(25,60];(-1,0];M;(15k,30k];;L1;ANNUEL;(-1,0];DIESEL;2;(130,700];(35k,80k];NON;(10,13];0.0;0.0;0.0;0.0;33
90;0.0;0;0.5260273972602739;0.0;0.0;2020;2019;D;(45,55];(25,60];(-1,0];M;(5k,15k];;L1;ANNUEL;(-1,0];ESSENCE;2;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;58
91;0.0;0;1.0;0.0;0.0;2023;2019;D;(45,55];(25,60];(2,5];M;(15k,30k];;L1;TRIMESTRIEL;(3,4];DIESEL;2;(130,700];(35k,80k];NON;(10,13];0.0;0.0;0.0;0.0;58
92;0.0;0;0.16712328767123288;0.0;0.0;2020;2019;D;(45,55];(25,60];(-1,0];M;(40k,60k];;L1;MENSUEL;(0,1];DIESEL;1;(130,700];(35k,80k];NON;(10,13];0.0;0.0;0.0;0.0;85
93;0.0;0;0.049315068493150684;0.0;0.0;2021;2019;D;(45,55];(25,60];(-1,0];M;(30k,40k];NON;L1;ANNUEL;(-1,0];DIESEL;2;(130,700];(35k,80k];NON;(10,13];0.0;0.0;0.0;0.0;25
94;0.0;0;0.8602739726027397;0.0;0.0;2020;2019;D;(45,55];(25,60];(-1,0];M;(5k,15k];;L1;ANNUEL;(-1,0];DIESEL;1;(130,700];(35k,80k];NON;(10,13];0.0;0.0;0.0;0.0;23
95;2758.52;1;0.9999999999999999;1.0000000000000002;2758.52;2021;2019;D;(45,55];(25,60];(0,1];M;(5k,15k];;L1;ANNUEL;(0,1];ESSENCE;2;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;58
96;0.0;0;0.5905157571674526;0.0;0.0;2023;2019;D;(45,55];(25,60];(0,1];M;(30k,40k];;L1;MENSUEL;(1,2];ESSENCE;1;(110,130];(35k,80k];NON;(15,16];0.0;0.0;0.0;0.0;10
97;0.0;0;1.0;0.0;0.0;2023;2019;D;(45,55];(25,60];(2,5];M;(5k,15k];;L1;ANNUEL;(2,3];DIESEL;1;(110,130];(35k,80k];NON;(15,16];0.0;0.0;0.0;0.0;85
98;0.0;0;0.4958904109589041;0.0;0.0;2024;2019;D;(45,55];(25,60];(1,2];M;(5k,15k];OUI;L1;TRIMESTRIEL;(3,4];ESSENCE;1;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;48
99;0.0;0;0.8328767123287671;0.0;0.0;2024;2019;D;(45,55];(25,60];(2,5];M;(30k,40k];NON;L1;ANNUEL;(2,3];DIESEL;2;(130,700];(35k,80k];NON;(10,13];0.0;0.0;0.0;0.0;25
100;0.0;0;1.0;0.0;0.0;2020;2019;D;(45,55];(25,60];(0,1];M;(15k,30k];;L1;ANNUEL;(0,1];DIESEL;2;(130,700];(35k,80k];NON;(10,13];0.0;0.0;0.0;0.0;33
101;0.0;0;0.5506849315068493;0.0;0.0;2020;2019;D;(45,55];(25,60];(-1,0];M;(5k,15k];;L1;ANNUEL;(-1,0];DIESEL;1;(110,130];(35k,80k];NON;(15,16];0.0;0.0;0.0;0.0;85
102;0.0;0;0.41369863013698627;0.0;0.0;2021;2019;D;(45,55];(25,60];(-1,0];M;(5k,15k];;L1;MENSUEL;(-1,0];ESSENCE;1;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;56
103;0.0;0;1.0;0.0;0.0;2023;2019;D;(45,55];(25,60];(1,2];M;(5k,15k];;L1;MENSUEL;(1,2];ESSENCE;1;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;56
104;0.0;0;0.5327868852459017;0.0;0.0;2022;2019;D;(45,55];(25,60];(-1,0];M;(30k,40k];NON;L1;MENSUEL;(1,2];DIESEL;1;(110,130];(35k,80k];NON;(13,15];0.0;0.0;0.0;0.0;62
105;0.0;0;1.0;0.0;0.0;2020;2019;D;(45,55];(25,60];(0,1];M;(5k,15k];NON;L1;MENSUEL;(0,1];DIESEL;1;(110,130];(35k,80k];NON;(17,18];0.0;0.0;0.0;0.0;62
106;0.0;0;0.24863387978142076;0.0;0.0;2023;2019;D;(45,55];(25,60];(1,2];M;(15k,30k];;L1;ANNUEL;(1,2];DIESEL;2;(130,700];(35k,80k];NON;(0,10];0.0;1.0;0.0;0.0;58
107;0.0;0;0.14246575342465756;0.0;0.0;2022;2019;D;(45,55];(25,60];(0,1];M;(15k,30k];;L1;MENSUEL;(1,2];DIESEL;2;(110,130];(35k,80k];OUI;(16,17];0.0;0.0;0.0;0.0;56
108;0.0;0;0.99814357362078;0.0;0.0;2022;2019;D;(45,55];(25,60];(1,2];M;(5k,15k];;L1;ANNUEL;(1,2];ESSENCE;1;(110,130];(35k,80k];NON;(10,13];0.0;0.0;0.0;0.0;48
109;0.0;0;0.7868852459016393;0.0;0.0;2023;2019;D;(45,55];(25,60];(2,5];M;(15k,30k];;L1;ANNUEL;(2,3];DIESEL;2;(110,130];(35k,80k];NON;(16,17];0.0;0.0;0.0;0.0;85
110;0.0;0;0.05191256830601093;0.0;0.0;2022;2019;D;(45,55];(25,60];(-1,0];M;(5k,15k];NON;L1;ANNUEL;(2,3];ESSENCE;1;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;51
111;0.0;0;0.8328767123287671;0.0;0.0;2024;2019;D;(45,55];(25,60];(2,5];M;(15k,30k];NON;L1;ANNUEL;(4,5];DIESEL;1;(130,700];(35k,80k];NON;(10,13];0.0;0.0;0.0;0.0;61
112;0.0;0;1.0;0.0;0.0;2023;2019;D;(45,55];(25,60];(2,5];M;(15k,30k];NON;L1;ANNUEL;(3,4];DIESEL;1;(130,700];(35k,80k];NON;(10,13];0.0;0.0;0.0;0.0;61
113;5079.2;1;0.9986525937570178;1.0013492241960873;5079.2;2022;2019;D;(45,55];(25,60];(0,1];M;(50k,90k];OUI;L1;MENSUEL;(1,2];DIESEL;1;(130,700];(35k,80k];NON;(10,13];0.0;0.0;0.0;0.0;56
