;CHARGE;NB;EXPO;FREQ;COUT_MOYEN;ANNEE_EXPO;ANNEE_VEHICULE;ZONE_RISQUE;AGE_ASSURE;ANCIENNETE_PERMIS;ANCIENNETE_ASSURE;GENRE_ASSURE;NB_KM;SECOND_CONDUCTEUR;FORMULE;MODALITE_PAIEMENT;AGE_VEHICULE_;ENERGIE_;NIVEAU_ANTIVOL;PUISSANCE;VALEUR_VEHICULE;LEASING;POIDS_PUISSANCE;RC_PREC_AN1;RC_PREC_AN2;DM_PREC;BIV_PREC;ZONE_GEO
5170;0.0;0;1.0;0.0;0.0;2020;2013;D;(45,55];(25,60];(0,1];M;(5k,15k];;L1;ANNUEL;(0,1];DIESEL;2;(130,700];(25k,35k];OUI;(13,15];0.0;0.0;0.0;0.0;23
5171;4973.34;1;1.0;1.0;4973.34;2023;2013;D;(45,55];(25,60];(2,5];M;(5k,15k];;L1;ANNUEL;(6,8];DIESEL;1;(95,110];(25k,35k];NON;(15,16];0.0;0.0;0.0;0.0;87
5172;0.0;0;0.7049180327868853;0.0;0.0;2023;2013;D;(45,55];(25,60];(2,5];M;(5k,15k];;L1;ANNUEL;(6,8];DIESEL;1;(110,130];(25k,35k];NON;(13,15];0.0;1.0;0.0;0.0;26
5173;0.0;0;0.16986301369863013;0.0;0.0;2022;2013;D;(45,55];(25,60];(0,1];M;(30k,40k];NON;L1;MENSUEL;(6,8];DIESEL;1;(95,110];(25k,35k];NON;(15,16];0.0;0.0;0.0;0.0;23
5174;0.0;0;0.010958904109589041;0.0;0.0;2021;2013;D;(45,55];(25,60];(0,1];M;(15k,30k];;L1;MENSUEL;(3,4];DIESEL;1;(95,110];(25k,35k];OUI;(13,15];1.0;0.0;0.0;0.0;85
5175;0.0;0;1.0;0.0;0.0;2020;2013;D;(45,55];(25,60];(1,2];M;(15k,30k];;L1;ANNUEL;(5,6];DIESEL;2;(95,110];(25k,35k];NON;(16,17];0.0;0.0;0.0;0.0;87
5176;0.0;0;0.8082191780821918;0.0;0.0;2022;2013;D;(45,55];(25,60];(0,1];M;(15k,30k];;L1;MENSUEL;(6,8];DIESEL;1;(95,110];(25k,35k];NON;(13,15];0.0;0.0;0.0;0.0;35
5177;0.0;0;1.0;0.0;0.0;2022;2013;D;(45,55];(25,60];(1,2];M;(5k,15k];;L1;MENSUEL;(6,8];DIESEL;2;(130,700];(25k,35k];OUI;(13,15];0.0;0.0;0.0;0.0;85
5178;0.0;0;0.273972602739726;0.0;0.0;2022;2013;D;(45,55];(25,60];(2,5];M;(15k,30k];;L1;TRIMESTRIEL;(6,8];DIESEL;2;(110,130];(25k,35k];NON;(15,16];0.0;0.0;0.0;0.0;87
5179;0.0;0;1.0;0.0;0.0;2021;2013;D;(45,55];(25,60];(1,2];M;(5k,15k];;L1;ANNUEL;(6,8];DIESEL;1;(110,130];(25k,35k];NON;(13,15];0.0;0.0;0.0;0.0;26
5180;0.0;0;0.9991990418444494;0.0;0.0;2022;2013;D;(45,55];(25,60];(2,5];M;(5k,15k];;L1;ANNUEL;(6,8];DIESEL;1;(110,130];(25k,35k];NON;(13,15];1.0;0.0;0.0;0.0;26
5181;0.0;0;1.0;0.0;0.0;2019;2013;D;(45,55];(25,60];(0,1];M;(5k,15k];;L1;TRIMESTRIEL;(3,4];DIESEL;2;(90,95];(25k,35k];NON;(18,19];0.0;0.0;0.0;0.0;87
5182;0.0;0;1.0;0.0;0.0;2019;2013;D;(45,55];(25,60];(0,1];M;(15k,30k];;L1;ANNUEL;(4,5];DIESEL;2;(95,110];(25k,35k];NON;(16,17];0.0;0.0;0.0;0.0;87
5183;0.0;0;0.9016393442622951;0.0;0.0;2019;2013;D;(45,55];(25,60];(-1,0];M;(5k,15k];;L1;ANNUEL;(-1,0];DIESEL;2;(130,700];(25k,35k];OUI;(13,15];0.0;0.0;0.0;0.0;23
5184;0.0;0;0.810958904109589;0.0;0.0;2020;2013;D;(45,55];(25,60];(-1,0];M;(5k,15k];;L1;MENSUEL;(5,6];DIESEL;2;(130,700];(25k,35k];NON;(10,13];0.0;0.0;0.0;0.0;85
5185;0.0;0;1.0;0.0;0.0;2023;2022;B;(45,55];(25,60];(0,1];M;(30k,40k];OUI;L1;TRIMESTRIEL;(1,2];DIESEL;1;(110,130];(35k,80k];NON;(15,16];0.0;0.0;0.0;0.0;87
5186;0.0;0;1.0;0.0;0.0;2023;2022;B;(45,55];(25,60];(0,1];M;(30k,40k];;L1;ANNUEL;(1,2];DIESEL;1;(110,130];(35k,80k];NON;(16,17];0.0;0.0;0.0;0.0;56
5187;0.0;0;0.5972602739726027;0.0;0.0;2024;2022;B;(45,55];(25,60];(1,2];M;(30k,40k];OUI;L1;TRIMESTRIEL;(2,3];DIESEL;1;(110,130];(35k,80k];NON;(15,16];0.0;0.0;0.0;0.0;87
5188;0.0;0;0.3287671232876712;0.0;0.0;2024;2022;B;(45,55];(25,60];(-1,0];M;(15k,30k];;L1;ANNUEL;(0,1];DIESEL;1;(130,700];(35k,80k];NON;(10,13];0.0;0.0;0.0;0.0;76
5189;0.0;0;0.9003742795119395;0.0;0.0;2023;2022;B;(45,55];(25,60];(-1,0];M;(15k,30k];;L1;MENSUEL;(1,2];DIESEL;2;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;87
5190;0.0;0;0.5972602739726027;0.0;0.0;2021;2022;B;(45,55];(25,60];(-1,0];M;(15k,30k];;L1;ANNUEL;(-1,0];DIESEL;1;(110,130];(35k,80k];NON;(16,17];0.0;0.0;0.0;0.0;48
5191;0.0;0;0.5205479452054794;0.0;0.0;2024;2022;B;(45,55];(25,60];(1,2];M;(30k,40k];;L1;ANNUEL;(2,3];DIESEL;1;(110,130];(35k,80k];NON;(16,17];0.0;0.0;0.0;0.0;56
5192;3689.54;1;0.832876712328767;1.2006578947368423;3689.54;2024;2022;B;(45,55];(25,60];(0,1];M;(30k,40k];;L1;ANNUEL;(0,1];ESSENCE;2;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;17
5193;0.0;0;0.4781420765027322;0.0;0.0;2022;2022;B;(45,55];(25,60];(-1,0];M;(30k,40k];;L1;ANNUEL;(0,1];DIESEL;1;(110,130];(35k,80k];NON;(16,17];0.0;0.0;0.0;0.0;56
5194;0.0;0;0.8610599595778127;0.0;0.0;2022;2022;B;(45,55];(25,60];(-1,0];M;(15k,30k];OUI;L1;ANNUEL;(-1,0];DIESEL;1;(110,130];(35k,80k];NON;(15,16];0.0;0.0;0.0;0.0;25
5195;0.0;0;0.8328767123287671;0.0;0.0;2024;2022;B;(45,55];(25,60];(0,1];M;(30k,40k];NON;L1;ANNUEL;(0,1];DIESEL;1;(110,130];(35k,80k];NON;(13,15];0.0;0.0;0.0;0.0;74
5196;0.0;0;0.832876712328767;0.0;0.0;2024;2022;B;(45,55];(25,60];(1,2];M;(15k,30k];;L1;MENSUEL;(1,2];DIESEL;1;(130,700];(35k,80k];NON;(10,13];0.0;0.0;0.0;0.0;74
5197;4852.13;2;0.4986301369863014;4.010989010989011;2426.065;2024;2022;B;(45,55];(25,60];(0,1];M;(15k,30k];;L1;MENSUEL;(2,3];DIESEL;2;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;87
5198;0.0;0;0.8328767123287671;0.0;0.0;2024;2022;B;(45,55];(25,60];(0,1];M;(30k,40k];;L1;ANNUEL;(0,1];DIESEL;1;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;74
5199;0.0;0;0.4016393442622951;0.0;0.0;2022;2022;B;(45,55];(25,60];(-1,0];M;(30k,40k];OUI;L1;TRIMESTRIEL;(0,1];DIESEL;1;(110,130];(35k,80k];NON;(15,16];0.0;0.0;0.0;0.0;87
5200;0.0;0;0.8328767123287671;0.0;0.0;2024;2022;B;(45,55];(25,60];(0,1];M;(15k,30k];NON;L1;ANNUEL;(0,1];ESSENCE;2;(130,700];(35k,80k];NON;(16,17];0.0;0.0;0.0;0.0;84
5201;0.0;0;0.7131147540983607;0.0;0.0;2022;2022;B;(45,55];(25,60];(-1,0];M;(15k,30k];;L1;MENSUEL;(-1,0];ESSENCE;1;(130,700];(35k,80k];NON;(10,13];0.0;0.0;0.0;0.0;74
5202;0.0;0;0.5972602739726027;0.0;0.0;2024;2022;B;(45,55];(25,60];(1,2];M;(30k,40k];NON;L1;TRIMESTRIEL;(2,3];DIESEL;1;(110,130];(35k,80k];NON;(15,16];0.0;0.0;0.0;0.0;87
5203;0.0;0;0.8191780821917808;0.0;0.0;2024;2022;B;(45,55];(25,60];(-1,0];M;(5k,15k];NON;L1;ANNUEL;(-1,0];ESSENCE;1;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;75
5204;0.0;0;1.0;0.0;0.0;2023;2022;B;(45,55];(25,60];(0,1];M;(15k,30k];OUI;L1;ANNUEL;(0,1];DIESEL;1;(110,130];(35k,80k];NON;(15,16];0.0;0.0;0.0;0.0;25
5205;0.0;0;0.38904109589041097;0.0;0.0;2024;2022;B;(45,55];(25,60];(-1,0];M;(30k,40k];;L1;ANNUEL;(-1,0];AUTRE;1;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;56
5206;0.0;0;0.5260273972602739;0.0;0.0;2024;2022;B;(45,55];(25,60];(0,1];M;(30k,40k];;L1;ANNUEL;(0,1];DIESEL;2;(110,130];(35k,80k];NON;(16,17];0.0;0.0;0.0;0.0;17
5207;0.0;0;0.7150684931506849;0.0;0.0;2023;2022;B;(45,55];(25,60];(-1,0];M;(30k,40k];;L1;ANNUEL;(1,2];DIESEL;1;(130,700];(35k,80k];NON;(10,13];0.0;0.0;0.0;0.0;74
5208;3604.25;1;0.21584699453551912;4.632911392405063;3604.25;2022;2022;B;(45,55];(25,60];(-1,0];M;(30k,40k];;L1;ANNUEL;(-1,0];DIESEL;1;(130,700];(35k,80k];NON;(15,16];0.0;0.0;0.0;0.0;49
5209;0.0;0;0.27123287671232876;0.0;0.0;2023;2022;B;(45,55];(25,60];(-1,0];M;(30k,40k];;L1;ANNUEL;(-1,0];ESSENCE;2;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;17
5210;0.0;0;0.6557377049180327;0.0;0.0;2022;2022;B;(45,55];(25,60];(-1,0];M;(30k,40k];;L1;MENSUEL;(-1,0];DIESEL;1;(110,130];(35k,80k];NON;(15,16];0.0;0.0;0.0;0.0;10
5211;0.0;0;0.5095890410958904;0.0;0.0;2024;2022;B;(45,55];(25,60];(-1,0];M;(15k,30k];;L1;TRIMESTRIEL;(-1,0];DIESEL;2;(110,130];(35k,80k];NON;(16,17];0.0;0.0;0.0;0.0;87
5212;0.0;0;0.5835616438356164;0.0;0.0;2024;2022;B;(45,55];(25,60];(0,1];M;(15k,30k];;L1;MENSUEL;(0,1];ESSENCE;1;(110,130];(35k,80k];NON;(10,13];0.0;0.0;0.0;0.0;84
5213;0.0;0;1.0;0.0;0.0;2023;2020;B;(45,55];(25,60];(0,1];F;(15k,30k];;L1;MENSUEL;(0,1];ESSENCE;1;(85,90];(14k,16k];NON;(15,16];0.0;0.0;0.0;0.0;17
5214;0.0;0;0.7452054794520548;0.0;0.0;2024;2020;B;(45,55];(25,60];(2,5];F;(15k,30k];NON;L1;ANNUEL;(4,5];ESSENCE;1;(1,50];(14k,16k];NON;(17,18];0.0;0.0;0.0;0.0;17
5215;0.0;0;0.8328767123287671;0.0;0.0;2024;2020;B;(45,55];(25,60];(0,1];F;(15k,30k];;L1;ANNUEL;(2,3];ESSENCE;2;(70,80];(14k,16k];NON;(17,18];0.0;0.0;0.0;0.0;74
5216;0.0;0;0.9629089003667939;0.0;0.0;2022;2020;B;(45,55];(25,60];(-1,0];F;(15k,30k];OUI;L1;ANNUEL;(0,1];DIESEL;1;(60,70];(14k,16k];NON;(16,17];0.0;0.0;0.0;0.0;74
5217;0.0;0;0.42191780821917807;0.0;0.0;2020;2020;B;(45,55];(25,60];(-1,0];F;(5k,15k];;L1;ANNUEL;(-1,0];ESSENCE;1;(60,70];(14k,16k];NON;(17,18];0.0;0.0;0.0;0.0;10
5218;0.0;0;0.2410958904109589;0.0;0.0;2021;2020;B;(45,55];(25,60];(-1,0];F;(5k,15k];NON;L1;MENSUEL;(-1,0];ESSENCE;1;(70,80];(14k,16k];NON;(16,17];0.0;0.0;0.0;0.0;74
5219;0.0;0;1.0;0.0;0.0;2023;2020;B;(45,55];(25,60];(2,5];F;(15k,30k];NON;L1;ANNUEL;(3,4];ESSENCE;1;(1,50];(14k,16k];NON;(17,18];0.0;0.0;0.0;0.0;17
5220;0.0;0;0.4767123287671233;0.0;0.0;2024;2020;B;(45,55];(25,60];(-1,0];F;(15k,30k];;L1;TRIMESTRIEL;(4,5];ESSENCE;1;(70,80];(14k,16k];NON;(16,17];0.0;0.0;0.0;0.0;56
5221;3170.23;1;1.0;1.0;3170.23;2023;2020;B;(45,55];(25,60];(1,2];F;(5k,15k];OUI;L1;MENSUEL;(2,3];ESSENCE;1;(90,95];(14k,16k];NON;(10,13];0.0;0.0;0.0;0.0;87
5222;0.0;0;1.0;0.0;0.0;2021;2020;B;(45,55];(25,60];(2,5];F;(5k,15k];;L1;ANNUEL;(2,3];ESSENCE;2;(90,95];(14k,16k];NON;(10,13];0.0;1.0;0.0;0.0;87
5223;0.0;0;0.9981360880305412;0.0;0.0;2022;2020;B;(45,55];(25,60];(0,1];F;(15k,30k];;L1;MENSUEL;(0,1];ESSENCE;1;(70,80];(14k,16k];NON;(16,17];0.0;0.0;0.0;0.0;87
5224;0.0;0;0.9569728273074332;0.0;0.0;2022;2020;B;(45,55];(25,60];(-1,0];F;(15k,30k];;L1;MENSUEL;(-1,0];ESSENCE;1;(85,90];(14k,16k];NON;(15,16];0.0;0.0;0.0;0.0;17
5225;1287.78;1;0.2356164383561644;4.2441860465116275;1287.78;2019;2020;B;(45,55];(25,60];(-1,0];F;(5k,15k];NON;L1;ANNUEL;(-1,0];ESSENCE;1;(1,50];(14k,16k];NON;(17,18];0.0;0.0;0.0;0.0;17
5226;0.0;0;1.0;0.0;0.0;2019;2020;B;(45,55];(25,60];(0,1];F;(5k,15k];;L1;MENSUEL;(0,1];DIESEL;1;(60,70];(14k,16k];NON;(17,18];0.0;0.0;0.0;0.0;33
5227;0.0;0;0.999356239239464;0.0;0.0;2022;2020;B;(45,55];(25,60];(2,5];F;(5k,15k];OUI;L1;ANNUEL;(2,3];ESSENCE;1;(1,50];(14k,16k];NON;(17,18];0.0;0.0;0.0;0.0;17
5228;0.0;0;1.0;0.0;0.0;2020;2020;B;(45,55];(25,60];(0,1];F;(40k,60k];OUI;L1;ANNUEL;(0,1];ESSENCE;1;(60,70];(14k,16k];NON;(17,18];0.0;0.0;0.0;0.0;74
5229;0.0;0;0.8191780821917808;0.0;0.0;2020;2019;B;(45,55];(25,60];(-1,0];M;(15k,30k];NON;L1;MENSUEL;(-1,0];DIESEL;2;(85,90];(18k,20k];NON;(16,17];0.0;0.0;0.0;0.0;56
5230;0.0;0;0.1178082191780822;0.0;0.0;2021;2019;B;(45,55];(12,25];(1,2];M;(5k,15k];NON;L1;MENSUEL;(1,2];DIESEL;1;(85,90];(18k,20k];NON;(16,17];0.0;0.0;0.0;0.0;17
5231;0.0;0;0.03551912568306011;0.0;0.0;2022;2019;B;(45,55];(25,60];(-1,0];M;(5k,15k];NON;L1;ANNUEL;(0,1];ESSENCE;1;(90,95];(18k,20k];NON;(10,13];0.0;0.0;0.0;0.0;87
5232;0.0;0;0.5205479452054794;0.0;0.0;2023;2019;B;(45,55];(25,60];(-1,0];M;(30k,40k];OUI;L1;MENSUEL;(3,4];DIESEL;1;(85,90];(18k,20k];NON;(17,18];0.0;0.0;0.0;0.0;74
5233;0.0;0;0.832876712328767;0.0;0.0;2024;2019;B;(45,55];(25,60];(0,1];M;(15k,30k];;L1;MENSUEL;(3,4];ESSENCE;2;(60,70];(18k,20k];NON;(19,22];0.0;0.0;0.0;0.0;74
5234;0.0;0;0.30684931506849317;0.0;0.0;2023;2019;B;(45,55];(25,60];(-1,0];M;(15k,30k];;L1;MENSUEL;(0,1];ESSENCE;1;(95,110];(18k,20k];NON;(10,13];0.0;0.0;0.0;0.0;87
5235;0.0;0;1.0;0.0;0.0;2023;2019;B;(45,55];(12,25];(2,5];M;(5k,15k];OUI;L1;ANNUEL;(4,5];ESSENCE;1;(80,85];(18k,20k];NON;(17,18];0.0;0.0;0.0;0.0;87
5236;0.0;0;1.0;0.0;0.0;2022;2019;B;(45,55];(25,60];(2,5];M;(5k,15k];;L1;MENSUEL;(2,3];DIESEL;1;(85,90];(18k,20k];NON;(16,17];0.0;0.0;0.0;0.0;17
5237;0.0;0;0.021917808219178082;0.0;0.0;2024;2019;B;(45,55];(25,60];(2,5];M;(5k,15k];;L1;MENSUEL;(2,3];ESSENCE;2;(80,85];(18k,20k];NON;(19,22];0.0;0.0;0.0;0.0;49
5238;0.0;0;0.8328767123287671;0.0;0.0;2024;2019;B;(45,55];(25,60];(0,1];M;(30k,40k];NON;L1;MENSUEL;(4,5];DIESEL;1;(85,90];(18k,20k];NON;(17,18];0.0;0.0;0.0;0.0;74
5239;0.0;0;0.8191780821917808;0.0;0.0;2020;2019;B;(45,55];(25,60];(-1,0];M;(15k,30k];OUI;L1;MENSUEL;(-1,0];DIESEL;2;(85,90];(18k,20k];NON;(16,17];0.0;0.0;0.0;0.0;56
5240;0.0;0;0.9991915562542106;0.0;0.0;2022;2019;B;(45,55];(25,60];(2,5];M;(5k,15k];;L1;ANNUEL;(2,3];DIESEL;2;(110,130];(18k,20k];NON;(10,13];0.0;0.0;0.0;0.0;17
5241;0.0;0;1.0;0.0;0.0;2022;2019;B;(45,55];(12,25];(1,2];M;(5k,15k];OUI;L1;ANNUEL;(3,4];ESSENCE;1;(80,85];(18k,20k];NON;(17,18];0.0;0.0;0.0;0.0;87
5242;0.0;0;0.1178082191780822;0.0;0.0;2021;2019;B;(45,55];(12,25];(1,2];M;(5k,15k];OUI;L1;MENSUEL;(1,2];DIESEL;1;(85,90];(18k,20k];NON;(16,17];0.0;0.0;0.0;0.0;17
5243;0.0;0;0.7726027397260274;0.0;0.0;2019;2019;B;(45,55];(25,60];(-1,0];M;(5k,15k];;L1;MENSUEL;(-1,0];DIESEL;1;(85,90];(18k,20k];NON;(16,17];0.0;0.0;0.0;0.0;17
5244;0.0;0;0.9972602739726028;0.0;0.0;2021;2019;B;(45,55];(12,25];(0,1];M;(5k,15k];OUI;L1;ANNUEL;(2,3];ESSENCE;1;(80,85];(18k,20k];NON;(17,18];0.0;0.0;0.0;0.0;87
5245;0.0;0;1.0;0.0;0.0;2019;2017;D;(45,55];(25,60];(0,1];F;(5k,15k];;L1;ANNUEL;(1,2];ESSENCE;1;(70,80];(14k,16k];NON;(13,15];0.0;0.0;0.0;0.0;87
5246;0.0;0;0.5573770491803278;0.0;0.0;2022;2017;D;(45,55];(25,60];(-1,0];F;(30k,40k];OUI;L1;MENSUEL;(3,4];DIESEL;1;(85,90];(14k,16k];NON;(16,17];0.0;0.0;0.0;0.0;62
5247;0.0;0;1.0;0.0;0.0;2023;2017;D;(45,55];(25,60];(0,1];F;(15k,30k];NON;L1;MENSUEL;(4,5];DIESEL;1;(70,80];(14k,16k];NON;(15,16];0.0;0.0;0.0;0.0;48
5248;0.0;0;1.0;0.0;0.0;2020;2017;D;(45,55];(25,60];(1,2];F;(5k,15k];;L1;MENSUEL;(1,2];DIESEL;2;(50,60];(14k,16k];NON;(22,800];0.0;0.0;0.0;0.0;10
5249;0.0;0;0.46994535519125685;0.0;0.0;2022;2017;D;(45,55];(25,60];(-1,0];F;(15k,30k];OUI;L1;MENSUEL;(3,4];DIESEL;1;(70,80];(14k,16k];NON;(15,16];0.0;0.0;0.0;0.0;48
5250;0.0;0;0.9576540160191631;0.0;0.0;2023;2017;D;(45,55];(25,60];(-1,0];F;(5k,15k];;L1;TRIMESTRIEL;(4,5];ESSENCE;1;(60,70];(14k,16k];NON;(18,19];0.0;0.0;0.0;0.0;10
5251;0.0;0;1.0;0.0;0.0;2023;2017;D;(45,55];(25,60];(0,1];F;(15k,30k];OUI;L1;MENSUEL;(4,5];DIESEL;1;(70,80];(14k,16k];NON;(15,16];0.0;0.0;0.0;0.0;48
5252;0.0;0;0.9977468373381242;0.0;0.0;2022;2017;D;(45,55];(25,60];(0,1];F;(5k,15k];;L1;MENSUEL;(2,3];ESSENCE;1;(70,80];(14k,16k];NON;(15,16];0.0;0.0;0.0;0.0;48
5253;0.0;0;0.1643835616438356;0.0;0.0;2020;2017;D;(45,55];(25,60];(-1,0];F;(5k,15k];OUI;L1;MENSUEL;(1,2];DIESEL;1;(60,70];(14k,16k];NON;(19,22];0.0;0.0;0.0;0.0;85
5254;0.0;0;1.0;0.0;0.0;2020;2017;D;(45,55];(25,60];(0,1];F;(5k,15k];;L1;MENSUEL;(0,1];ESSENCE;1;(70,80];(14k,16k];NON;(15,16];0.0;0.0;0.0;0.0;23
5255;0.0;0;0.0547945205479452;0.0;0.0;2019;2017;D;(45,55];(25,60];(-1,0];F;(5k,15k];;L1;ANNUEL;(1,2];ESSENCE;1;(1,50];(14k,16k];NON;(18,19];0.0;0.0;0.0;0.0;36
5256;0.0;0;0.1643835616438356;0.0;0.0;2021;2017;D;(45,55];(25,60];(0,1];F;(5k,15k];;L1;ANNUEL;(1,2];ESSENCE;1;(70,80];(14k,16k];NON;(13,15];0.0;0.0;0.0;0.0;25
5257;0.0;0;1.0;0.0;0.0;2021;2017;D;(45,55];(25,60];(0,1];F;(5k,15k];OUI;L1;MENSUEL;(2,3];DIESEL;1;(60,70];(14k,16k];NON;(19,22];0.0;0.0;0.0;0.0;85
5258;2957.99;1;1.0;1.0;2957.99;2020;2017;D;(45,55];(25,60];(0,1];F;(15k,30k];;L1;MENSUEL;(0,1];ESSENCE;1;(70,80];(14k,16k];NON;(10,13];0.0;0.0;0.0;0.0;10
5259;0.0;0;0.9995433789954338;0.0;0.0;2022;2017;D;(45,55];(25,60];(1,2];F;(15k,30k];OUI;L1;MENSUEL;(3,4];DIESEL;1;(60,70];(14k,16k];NON;(19,22];0.0;0.0;0.0;0.0;85
5260;0.0;0;1.0;0.0;0.0;2023;2017;D;(45,55];(25,60];(0,1];F;(5k,15k];;L1;MENSUEL;(3,4];DIESEL;1;(50,60];(14k,16k];NON;(22,800];0.0;0.0;0.0;0.0;63
5261;0.0;0;0.7397260273972603;0.0;0.0;2019;2017;D;(45,55];(25,60];(-1,0];F;(5k,15k];;L1;MENSUEL;(-1,0];ESSENCE;1;(85,90];(14k,16k];NON;(13,15];0.0;0.0;0.0;0.0;35
5262;0.0;0;0.8328767123287671;0.0;0.0;2020;2017;D;(45,55];(25,60];(-1,0];F;(5k,15k];;L1;ANNUEL;(0,1];ESSENCE;1;(70,80];(14k,16k];NON;(13,15];0.0;0.0;0.0;0.0;25
5263;0.0;0;0.5573770491803278;0.0;0.0;2022;2017;D;(45,55];(25,60];(-1,0];F;(30k,40k];NON;L1;MENSUEL;(3,4];DIESEL;1;(85,90];(14k,16k];NON;(16,17];0.0;0.0;0.0;0.0;62
5264;0.0;0;0.832876712328767;0.0;0.0;2024;2017;D;(45,55];(25,60];(2,5];F;(5k,15k];;L1;MENSUEL;(6,8];DIESEL;2;(50,60];(14k,16k];OUI;(22,800];0.0;1.0;0.0;0.0;76
5265;0.0;0;1.0;0.0;0.0;2023;2017;D;(45,55];(25,60];(0,1];F;(5k,15k];NON;L1;MENSUEL;(4,5];ESSENCE;1;(70,80];(14k,16k];NON;(15,16];0.0;0.0;0.0;0.0;81
5266;0.0;0;0.8278688524590164;0.0;0.0;2023;2017;D;(45,55];(25,60];(2,5];F;(15k,30k];NON;L1;MENSUEL;(4,5];DIESEL;1;(60,70];(14k,16k];NON;(19,22];0.0;0.0;0.0;0.0;85
5267;0.0;0;0.9978666067819447;0.0;0.0;2022;2022;D;(45,55];(25,60];(0,1];M;(15k,30k];;L1;ANNUEL;(0,1];ESSENCE;1;(130,700];(25k,35k];NON;(0,10];0.0;0.0;0.0;0.0;58
5268;0.0;0;1.0;0.0;0.0;2023;2022;D;(45,55];(25,60];(0,1];M;(15k,30k];NON;L1;ANNUEL;(0,1];ESSENCE;1;(110,130];(25k,35k];NON;(13,15];0.0;0.0;0.0;0.0;75
5269;0.0;0;0.3698630136986301;0.0;0.0;2024;2022;D;(45,55];(25,60];(-1,0];M;(15k,30k];;L1;MENSUEL;(0,1];DIESEL;1;(110,130];(25k,35k];NON;(13,15];0.0;0.0;0.0;0.0;56
5270;0.0;0;0.28415300546448086;0.0;0.0;2022;2022;D;(45,55];(25,60];(-1,0];M;(30k,40k];;L1;ANNUEL;(-1,0];ESSENCE;1;(110,130];(25k,35k];NON;(13,15];0.0;0.0;0.0;0.0;85
5271;0.0;0;0.19125683060109291;0.0;0.0;2022;2022;D;(45,55];(25,60];(-1,0];M;(30k,40k];;L1;MENSUEL;(-1,0];ESSENCE;2;(95,110];(25k,35k];NON;(13,15];0.0;0.0;0.0;0.0;35
5272;0.0;0;1.0;0.0;0.0;2023;2022;D;(45,55];(25,60];(0,1];M;(30k,40k];OUI;L1;MENSUEL;(0,1];DIESEL;1;(95,110];(25k,35k];NON;(15,16];0.0;0.0;0.0;0.0;23
5273;0.0;0;0.3989071038251366;0.0;0.0;2022;2022;D;(45,55];(25,60];(-1,0];M;(30k,40k];;L1;MENSUEL;(-1,0];DIESEL;2;(110,130];(25k,35k];NON;(16,17];0.0;0.0;0.0;0.0;76
5274;0.0;0;0.0546448087431694;0.0;0.0;2022;2022;D;(45,55];(25,60];(-1,0];M;(30k,40k];;L1;MENSUEL;(-1,0];DIESEL;2;(110,130];(25k,35k];NON;(15,16];0.0;0.0;0.0;0.0;51
5275;0.0;0;1.0;0.0;0.0;2023;2022;D;(45,55];(25,60];(0,1];M;(5k,15k];;L1;MENSUEL;(0,1];DIESEL;1;(95,110];(25k,35k];NON;(15,16];0.0;0.0;0.0;0.0;35
5276;0.0;0;1.0;0.0;0.0;2023;2022;D;(45,55];(25,60];(0,1];M;(15k,30k];OUI;L1;ANNUEL;(0,1];ESSENCE;1;(110,130];(25k,35k];NON;(13,15];0.0;0.0;0.0;0.0;75
5277;0.0;0;0.8328767123287671;0.0;0.0;2024;2022;D;(45,55];(25,60];(1,2];M;(15k,30k];OUI;L1;ANNUEL;(1,2];DIESEL;1;(110,130];(25k,35k];NON;(15,16];0.0;0.0;0.0;0.0;23
5278;0.0;0;0.6164383561643836;0.0;0.0;2024;2022;D;(45,55];(25,60];(1,2];M;(30k,40k];NON;L1;MENSUEL;(1,2];DIESEL;1;(95,110];(25k,35k];NON;(15,16];0.0;0.0;0.0;0.0;23
5279;0.0;0;0.32602739726027397;0.0;0.0;2023;2022;D;(45,55];(25,60];(-1,0];M;(15k,30k];;L1;TRIMESTRIEL;(-1,0];ESSENCE;2;(110,130];(25k,35k];NON;(13,15];0.0;0.0;0.0;0.0;56
5280;0.0;0;1.0;0.0;0.0;2023;2022;D;(45,55];(25,60];(0,1];M;(15k,30k];;L1;MENSUEL;(0,1];DIESEL;1;(95,110];(25k,35k];NON;(15,16];0.0;0.0;0.0;0.0;10
5281;0.0;0;1.0;0.0;0.0;2023;2022;D;(45,55];(25,60];(0,1];M;(15k,30k];;L1;MENSUEL;(0,1];ESSENCE;2;(110,130];(25k,35k];NON;(10,13];0.0;0.0;0.0;0.0;25
5282;0.0;0;0.18356164383561643;0.0;0.0;2023;2022;D;(45,55];(12,25];(-1,0];M;(15k,30k];NON;L1;MENSUEL;(-1,0];DIESEL;1;(110,130];(25k,35k];NON;(10,13];0.0;0.0;0.0;0.0;23
